sample,timestamp_s,d_raw_m,a_raw_ms2,d_est_m,v_est_ms,a_est_ms2,v_used_ms,TTC_s,label
1,0.0687,0.1804,-0.0149,0.1804,-0.0007,-0.0149,-0.0001,15.0000,STATIONNAIRE
2,0.1100,0.1804,-0.0077,0.1804,-0.0002,-0.0077,-0.0001,15.0000,STATIONNAIRE
3,0.2180,0.1804,0.0127,0.1804,0.0004,0.0127,-0.0000,15.0000,STATIONNAIRE
4,0.2188,0.1804,-0.0125,0.1804,-0.0003,-0.0125,-0.0001,15.0000,STATIONNAIRE
5,0.2499,0.1804,0.0211,0.1804,0.0007,0.0211,0.0001,15.0000,STATIONNAIRE
6,0.3059,0.1804,-0.0209,0.1804,-0.0004,-0.0208,0.0000,15.0000,STATIONNAIRE
7,0.3534,0.1804,0.0067,0.1804,-0.0000,0.0067,-0.0001,15.0000,STATIONNAIRE
8,0.4013,0.1804,-0.0017,0.1804,-0.0001,-0.0017,-0.0000,15.0000,STATIONNAIRE
9,0.4487,0.1804,0.0031,0.1804,0.0001,0.0031,-0.0000,15.0000,STATIONNAIRE
10,0.4965,0.1804,-0.0029,0.1804,-0.0001,-0.0029,-0.0000,15.0000,STATIONNAIRE
11,0.7725,0.1804,-0.0065,0.1804,-0.0004,-0.0065,-0.0001,15.0000,STATIONNAIRE
12,0.7733,0.1804,0.0079,0.1804,0.0000,0.0079,-0.0001,15.0000,STATIONNAIRE
13,0.7739,0.1804,-0.0005,0.1804,-0.0000,-0.0005,0.0000,15.0000,STATIONNAIRE
14,0.7742,0.1806,0.0151,0.1805,0.0009,0.0151,0.0008,15.0000,STATIONNAIRE
15,0.7744,0.1806,0.0007,0.1805,0.0009,0.0007,0.0009,15.0000,STATIONNAIRE
16,0.7968,0.1804,0.0223,0.1806,0.0020,0.0223,0.0007,15.0000,STATIONNAIRE
17,0.8582,0.1804,0.0007,0.1806,0.0019,0.0007,0.0010,15.0000,STATIONNAIRE
18,0.9052,0.1804,0.0151,0.1806,0.0025,0.0151,0.0013,15.0000,STATIONNAIRE
19,0.9519,0.1804,0.0127,0.1807,0.0031,0.0127,0.0017,15.0000,STATIONNAIRE
20,0.9988,0.1804,0.0115,0.1808,0.0035,0.0115,0.0020,15.0000,STATIONNAIRE
21,1.2244,0.1804,0.0115,0.1809,0.0039,0.0115,0.0023,15.0000,STATIONNAIRE
22,1.2248,0.1804,-0.0017,0.1810,0.0037,-0.0017,0.0023,15.0000,STATIONNAIRE
23,1.2250,0.1804,0.0151,0.1810,0.0042,0.0151,0.0025,15.0000,STATIONNAIRE
24,1.2252,0.1804,-0.0125,0.1811,0.0034,-0.0125,0.0024,15.0000,STATIONNAIRE
25,1.2521,0.1804,0.0055,0.1811,0.0035,0.0055,0.0022,15.0000,STATIONNAIRE
26,1.2994,0.1804,-0.0077,0.1812,0.0030,-0.0077,0.0020,15.0000,STATIONNAIRE
27,1.3474,0.1804,-0.0149,0.1812,0.0021,-0.0149,0.0015,15.0000,STATIONNAIRE
28,1.3947,0.1804,-0.0077,0.1811,0.0015,-0.0077,0.0010,15.0000,STATIONNAIRE
29,1.5260,0.1804,-0.0113,0.1811,0.0008,-0.0113,0.0005,15.0000,STATIONNAIRE
30,1.5265,0.1804,0.0115,0.1810,0.0013,0.0115,0.0005,15.0000,STATIONNAIRE
31,1.7547,0.1804,-0.0089,0.1810,0.0007,-0.0089,0.0004,15.0000,STATIONNAIRE
32,1.7552,0.1806,0.0079,0.1810,0.0011,0.0079,0.0006,15.0000,STATIONNAIRE
33,1.7556,0.1804,-0.0137,0.1810,0.0003,-0.0137,0.0001,15.0000,STATIONNAIRE
34,1.7560,0.1804,0.0139,0.1809,0.0009,0.0139,0.0001,15.0000,STATIONNAIRE
35,1.7564,0.1804,-0.0041,0.1809,0.0006,-0.0041,0.0002,15.0000,STATIONNAIRE
36,1.8083,0.1804,0.0199,0.1809,0.0016,0.0199,0.0005,15.0000,STATIONNAIRE
37,1.8561,0.1804,0.0091,0.1809,0.0019,0.0091,0.0009,15.0000,STATIONNAIRE
38,1.9041,0.1804,0.0127,0.1809,0.0025,0.0127,0.0013,15.0000,STATIONNAIRE
39,1.9517,0.1804,0.0055,0.1810,0.0027,0.0055,0.0015,15.0000,STATIONNAIRE
40,1.9996,0.1804,0.0031,0.1811,0.0028,0.0031,0.0017,15.0000,STATIONNAIRE
41,2.2433,0.1804,0.0151,0.1811,0.0034,0.0151,0.0020,15.0000,STATIONNAIRE
42,2.2440,0.1804,-0.0029,0.1812,0.0032,-0.0029,0.0021,15.0000,STATIONNAIRE
43,2.2444,0.1804,0.0079,0.1813,0.0035,0.0079,0.0021,15.0000,STATIONNAIRE
44,2.2448,0.1804,0.0091,0.1813,0.0038,0.0091,0.0023,15.0000,STATIONNAIRE
45,2.2508,0.1804,0.0139,0.1814,0.0044,0.0139,0.0026,15.0000,STATIONNAIRE
46,2.2981,0.1804,0.0019,0.1815,0.0043,0.0019,0.0028,15.0000,STATIONNAIRE
47,2.3458,0.1804,-0.0137,0.1816,0.0035,-0.0137,0.0025,15.0000,STATIONNAIRE
48,2.3934,0.1804,0.0055,0.1816,0.0036,0.0055,0.0022,15.0000,STATIONNAIRE
49,2.4567,0.1804,-0.0005,0.1816,0.0034,-0.0005,0.0021,15.0000,STATIONNAIRE
50,2.5040,0.1804,-0.0029,0.1817,0.0031,-0.0029,0.0019,15.0000,STATIONNAIRE
51,2.7697,0.1804,0.0103,0.1817,0.0035,0.0103,0.0019,15.0000,STATIONNAIRE
52,2.7702,0.1804,-0.0089,0.1817,0.0029,-0.0089,0.0018,15.0000,STATIONNAIRE
53,2.7704,0.1804,-0.0053,0.1817,0.0025,-0.0053,0.0014,15.0000,STATIONNAIRE
54,2.7707,0.1804,-0.0029,0.1817,0.0022,-0.0029,0.0011,15.0000,STATIONNAIRE
55,2.7716,0.5004,-0.0017,0.2146,0.0373,0.0002,0.3363,15.0000,ÉLOIGNEMENT
56,2.8047,0.1643,0.0031,0.2111,0.0317,0.0028,-0.0257,8.2031,APPROCHE
57,2.8522,0.1274,0.0055,0.2039,0.0225,0.0050,-0.0619,3.2921,APPROCHE
58,2.8992,0.0959,-0.0209,0.1938,0.0094,-0.0215,-0.0928,2.0881,APPROCHE
59,2.9467,0.0924,0.0019,0.1838,-0.0017,0.0012,-0.0943,1.9489,APPROCHE
60,2.9946,0.0821,0.0175,0.1733,-0.0121,0.0169,-0.1029,1.6844,APPROCHE
61,3.2631,0.0592,-0.0065,0.1611,-0.0250,-0.0072,-0.1249,1.2899,APPROCHE
62,3.2635,0.0624,-0.0065,0.1498,-0.0361,-0.0071,-0.1195,1.2541,APPROCHE
63,3.2637,0.0821,-0.0005,0.1413,-0.0434,-0.0009,-0.0970,1.4559,APPROCHE
64,3.2639,0.0624,-0.0316,0.1312,-0.0534,-0.0320,-0.1167,1.1246,APPROCHE
65,3.2642,0.0461,0.0175,0.1201,-0.0617,0.0169,-0.1314,0.9137,COLLISION RISK
66,3.2948,0.0527,-0.0053,0.1104,-0.0691,-0.0057,-0.1215,0.9089,COLLISION RISK
67,3.3421,0.0527,-0.0005,0.1014,-0.0751,-0.0008,-0.1187,0.8545,COLLISION RISK
68,3.3898,0.0461,-0.0125,0.0924,-0.0814,-0.0128,-0.1227,0.7527,COLLISION RISK
69,3.4379,0.0626,0.0175,0.0857,-0.0834,0.0173,-0.1019,0.8410,COLLISION RISK
70,3.4852,0.0527,-0.0101,0.0785,-0.0871,-0.0102,-0.1089,0.7212,COLLISION RISK
71,3.7585,0.0626,0.0127,0.0730,-0.0877,0.0126,-0.0947,0.7707,COLLISION RISK
72,3.7593,0.0691,-0.0161,0.0687,-0.0885,-0.0161,-0.0845,0.8128,COLLISION RISK
73,3.7597,0.0789,-0.0005,0.0657,-0.0869,-0.0004,-0.0709,0.9273,COLLISION RISK
74,3.7600,0.0854,0.0187,0.0639,-0.0833,0.0188,-0.0603,1.0593,APPROCHE
75,3.7604,0.0959,0.0067,0.0634,-0.0790,0.0069,-0.0455,1.3940,APPROCHE
76,3.7887,0.1062,-0.0017,0.0643,-0.0739,-0.0014,-0.0314,2.0459,APPROCHE
77,3.8365,0.1130,-0.0017,0.0659,-0.0681,-0.0014,-0.0213,3.0950,APPROCHE
78,3.8847,0.1233,0.0103,0.0688,-0.0609,0.0107,-0.0075,15.0000,STATIONNAIRE
79,3.9328,0.1274,-0.0077,0.0720,-0.0545,-0.0073,-0.0006,15.0000,STATIONNAIRE
80,3.9804,0.1199,0.0079,0.0745,-0.0485,0.0082,-0.0058,15.0000,STATIONNAIRE
81,4.2067,0.1274,-0.0065,0.0777,-0.0427,-0.0061,0.0046,15.0000,STATIONNAIRE
82,4.2071,0.1274,0.0091,0.0809,-0.0365,0.0094,0.0069,15.0000,STATIONNAIRE
83,4.2073,0.1303,-0.0053,0.0843,-0.0311,-0.0050,0.0120,15.0000,ÉLOIGNEMENT
84,4.2075,0.1336,-0.0113,0.0880,-0.0260,-0.0110,0.0170,15.0000,ÉLOIGNEMENT
85,4.2340,0.1372,0.0043,0.0919,-0.0202,0.0046,0.0222,15.0000,ÉLOIGNEMENT
86,4.2814,0.1441,-0.0065,0.0963,-0.0147,-0.0062,0.0306,15.0000,ÉLOIGNEMENT
87,4.3291,0.1612,0.0019,0.1023,-0.0073,0.0023,0.0492,15.0000,ÉLOIGNEMENT
88,4.3933,0.1509,0.0115,0.1069,-0.0013,0.0118,0.0389,15.0000,ÉLOIGNEMENT
89,4.4406,0.1580,0.0103,0.1121,0.0049,0.0106,0.0471,15.0000,ÉLOIGNEMENT
90,4.4882,0.1676,-0.0173,0.1180,0.0101,-0.0169,0.0570,15.0000,ÉLOIGNEMENT
91,4.7142,0.1610,-0.0101,0.1229,0.0143,-0.0098,0.0494,15.0000,ÉLOIGNEMENT
92,4.7146,0.1580,0.0115,0.1271,0.0187,0.0117,0.0460,15.0000,ÉLOIGNEMENT
93,4.7148,0.1676,-0.0065,0.1321,0.0227,-0.0062,0.0556,15.0000,ÉLOIGNEMENT
94,4.7150,0.1676,0.0199,0.1368,0.0275,0.0201,0.0550,15.0000,ÉLOIGNEMENT
95,4.7408,0.1580,-0.0209,0.1401,0.0287,-0.0207,0.0439,15.0000,ÉLOIGNEMENT
96,4.7881,0.1580,0.0067,0.1433,0.0308,0.0068,0.0429,15.0000,ÉLOIGNEMENT
97,4.8354,0.1676,-0.0268,0.1471,0.0320,-0.0266,0.0514,15.0000,ÉLOIGNEMENT
98,4.8834,0.1706,-0.0017,0.1510,0.0343,-0.0016,0.0526,15.0000,ÉLOIGNEMENT
99,4.9313,0.1708,-0.0113,0.1545,0.0358,-0.0112,0.0509,15.0000,ÉLOIGNEMENT
100,4.9789,0.1739,0.0151,0.1581,0.0385,0.0152,0.0526,15.0000,ÉLOIGNEMENT
101,5.2109,0.1739,-0.0065,0.1615,0.0397,-0.0064,0.0509,15.0000,ÉLOIGNEMENT
102,5.2112,0.1741,-0.0113,0.1645,0.0403,-0.0112,0.0489,15.0000,ÉLOIGNEMENT
103,5.2114,0.1739,0.0031,0.1673,0.0413,0.0031,0.0467,15.0000,ÉLOIGNEMENT
104,5.2117,0.1643,0.0055,0.1688,0.0410,0.0055,0.0350,15.0000,ÉLOIGNEMENT
105,5.2400,0.1643,0.0151,0.1702,0.0410,0.0150,0.0337,15.0000,ÉLOIGNEMENT
106,5.2872,0.1645,-0.0053,0.1715,0.0399,-0.0053,0.0323,15.0000,ÉLOIGNEMENT
107,5.3343,0.1643,0.0043,0.1725,0.0391,0.0042,0.0303,15.0000,ÉLOIGNEMENT
108,5.3817,0.1643,0.0139,0.1735,0.0387,0.0138,0.0289,15.0000,ÉLOIGNEMENT
109,5.4288,0.1643,0.0163,0.1743,0.0382,0.0162,0.0276,15.0000,ÉLOIGNEMENT
110,5.4921,0.1998,0.0127,0.1786,0.0415,0.0128,0.0633,15.0000,ÉLOIGNEMENT
111,5.7309,0.1610,-0.0089,0.1787,0.0389,-0.0090,0.0202,15.0000,ÉLOIGNEMENT
112,5.7313,0.1509,0.0282,0.1776,0.0370,0.0280,0.0087,15.0000,STATIONNAIRE
113,5.7315,0.1441,-0.0256,0.1758,0.0318,-0.0258,0.0003,15.0000,STATIONNAIRE
114,5.7317,0.1338,0.0067,0.1729,0.0273,0.0064,-0.0117,14.7316,APPROCHE
115,5.7320,0.1199,0.0019,0.1687,0.0214,0.0016,-0.0270,6.2566,APPROCHE
116,5.7779,0.1200,0.0043,0.1647,0.0161,0.0040,-0.0273,6.0346,APPROCHE
117,5.8409,0.1027,0.0151,0.1591,0.0099,0.0147,-0.0455,3.4939,APPROCHE
118,5.8884,0.1199,0.0067,0.1555,0.0059,0.0065,-0.0273,5.6876,APPROCHE
119,5.9360,0.1706,0.0103,0.1574,0.0080,0.0104,0.0251,15.0000,ÉLOIGNEMENT
120,5.9840,0.1804,-0.0089,0.1601,0.0101,-0.0087,0.0335,15.0000,ÉLOIGNEMENT
121,6.2538,0.1804,0.0067,0.1626,0.0126,0.0068,0.0318,15.0000,ÉLOIGNEMENT
122,6.2542,0.1804,-0.0029,0.1650,0.0143,-0.0028,0.0304,15.0000,ÉLOIGNEMENT
123,6.2545,0.1804,0.0127,0.1672,0.0166,0.0128,0.0295,15.0000,ÉLOIGNEMENT
124,6.2547,0.1804,-0.0041,0.1693,0.0178,-0.0040,0.0285,15.0000,ÉLOIGNEMENT
125,6.2549,0.1804,0.0043,0.1713,0.0191,0.0044,0.0276,15.0000,ÉLOIGNEMENT
126,6.2851,0.1804,0.0055,0.1731,0.0203,0.0055,0.0268,15.0000,ÉLOIGNEMENT
127,6.3324,0.1804,0.0151,0.1747,0.0217,0.0151,0.0262,15.0000,ÉLOIGNEMENT
128,6.3796,0.1804,0.0043,0.1763,0.0225,0.0043,0.0256,15.0000,ÉLOIGNEMENT
129,6.4269,0.1804,0.0055,0.1777,0.0231,0.0055,0.0248,15.0000,ÉLOIGNEMENT
130,6.4898,0.1804,0.0091,0.1790,0.0237,0.0091,0.0240,15.0000,ÉLOIGNEMENT
131,6.7211,0.1804,-0.0185,0.1802,0.0228,-0.0185,0.0228,15.0000,ÉLOIGNEMENT
132,6.7214,0.1804,-0.0137,0.1812,0.0220,-0.0137,0.0213,15.0000,ÉLOIGNEMENT
133,6.7217,0.1804,0.0103,0.1822,0.0223,0.0103,0.0202,15.0000,ÉLOIGNEMENT
134,6.7219,0.1804,-0.0053,0.1830,0.0217,-0.0053,0.0191,15.0000,ÉLOIGNEMENT
135,6.7286,0.1804,0.0091,0.1837,0.0217,0.0091,0.0182,15.0000,ÉLOIGNEMENT
136,6.7917,0.1804,-0.0053,0.1843,0.0210,-0.0053,0.0171,15.0000,ÉLOIGNEMENT
137,6.8389,0.1804,0.0139,0.1849,0.0211,0.0138,0.0163,15.0000,ÉLOIGNEMENT
138,6.8857,0.1804,-0.0280,0.1853,0.0191,-0.0280,0.0150,15.0000,ÉLOIGNEMENT
139,6.9324,0.1804,0.0043,0.1857,0.0187,0.0042,0.0137,15.0000,ÉLOIGNEMENT
140,6.9794,0.1804,0.0007,0.1860,0.0180,0.0007,0.0127,15.0000,ÉLOIGNEMENT
141,7.2232,0.1804,0.0067,0.1862,0.0177,0.0067,0.0119,15.0000,ÉLOIGNEMENT
142,7.2238,0.1804,0.0007,0.1864,0.0170,0.0007,0.0111,15.0000,ÉLOIGNEMENT
143,7.2242,0.1804,-0.0137,0.1866,0.0155,-0.0137,0.0100,15.0000,ÉLOIGNEMENT
144,7.2246,0.1804,0.0067,0.1866,0.0151,0.0066,0.0091,15.0000,STATIONNAIRE
145,7.2339,0.1804,-0.0101,0.1867,0.0138,-0.0101,0.0082,15.0000,STATIONNAIRE
146,7.2813,0.1804,0.0007,0.1866,0.0131,0.0006,0.0073,15.0000,STATIONNAIRE
147,7.3295,0.1804,0.0055,0.1866,0.0126,0.0055,0.0067,15.0000,STATIONNAIRE
148,7.3771,0.1804,-0.0089,0.1865,0.0114,-0.0089,0.0059,15.0000,STATIONNAIRE
149,7.4413,0.1804,0.0055,0.1864,0.0109,0.0054,0.0052,15.0000,STATIONNAIRE
150,7.4889,0.1806,-0.0053,0.1863,0.0099,-0.0053,0.0048,15.0000,STATIONNAIRE
151,7.7147,0.1804,0.0115,0.1862,0.0098,0.0114,0.0042,15.0000,STATIONNAIRE
152,7.7152,0.1804,-0.0364,0.1860,0.0073,-0.0364,0.0031,15.0000,STATIONNAIRE
153,7.7155,0.1804,0.0199,0.1857,0.0076,0.0198,0.0025,15.0000,STATIONNAIRE
154,7.7158,0.1804,-0.0173,0.1855,0.0061,-0.0173,0.0020,15.0000,STATIONNAIRE
155,7.7263,0.1804,0.0258,0.1853,0.0068,0.0257,0.0018,15.0000,STATIONNAIRE
156,7.7895,0.1804,-0.0065,0.1851,0.0059,-0.0065,0.0016,15.0000,STATIONNAIRE
157,7.8358,0.1804,0.0091,0.1849,0.0058,0.0091,0.0014,15.0000,STATIONNAIRE
158,7.8839,0.1804,0.0139,0.1847,0.0060,0.0139,0.0015,15.0000,STATIONNAIRE
159,7.9309,0.1804,-0.0137,0.1845,0.0048,-0.0137,0.0012,15.0000,STATIONNAIRE
160,7.9780,0.1804,0.0127,0.1843,0.0050,0.0126,0.0009,15.0000,STATIONNAIRE
161,8.2412,0.1804,-0.0209,0.1841,0.0035,-0.0209,0.0005,15.0000,STATIONNAIRE
162,8.2416,0.1804,-0.0029,0.1839,0.0029,-0.0029,-0.0001,15.0000,STATIONNAIRE
163,8.2418,0.1804,-0.0113,0.1837,0.0019,-0.0113,-0.0006,15.0000,STATIONNAIRE
164,8.2420,0.1804,-0.0125,0.1834,0.0009,-0.0125,-0.0012,15.0000,STATIONNAIRE
165,8.2422,0.1804,-0.0185,0.1831,-0.0003,-0.0185,-0.0019,15.0000,STATIONNAIRE
166,8.2777,0.1804,0.0019,0.1828,-0.0005,0.0019,-0.0023,15.0000,STATIONNAIRE
167,8.3262,0.1804,-0.0149,0.1825,-0.0016,-0.0149,-0.0027,15.0000,STATIONNAIRE
168,8.3890,0.1804,-0.0017,0.1822,-0.0019,-0.0017,-0.0031,15.0000,STATIONNAIRE
169,8.4369,0.1804,0.0199,0.1820,-0.0011,0.0199,-0.0028,15.0000,STATIONNAIRE
170,8.4848,0.1804,0.0091,0.1818,-0.0008,0.0091,-0.0023,15.0000,STATIONNAIRE
171,8.7322,0.1804,-0.0113,0.1816,-0.0015,-0.0113,-0.0023,15.0000,STATIONNAIRE
172,8.7326,0.1804,0.0019,0.1814,-0.0015,0.0019,-0.0024,15.0000,STATIONNAIRE
173,8.7328,0.1804,0.0151,0.1813,-0.0009,0.0151,-0.0021,15.0000,STATIONNAIRE
174,8.7330,0.1804,-0.0113,0.1811,-0.0015,-0.0113,-0.0020,15.0000,STATIONNAIRE
175,8.7381,0.1804,0.0127,0.1810,-0.0010,0.0127,-0.0018,15.0000,STATIONNAIRE
176,8.7861,0.1804,0.0079,0.1809,-0.0006,0.0079,-0.0014,15.0000,STATIONNAIRE
177,8.8339,0.1804,0.0043,0.1808,-0.0005,0.0043,-0.0011,15.0000,STATIONNAIRE
178,8.8817,0.1804,0.0055,0.1808,-0.0002,0.0055,-0.0009,15.0000,STATIONNAIRE
179,8.9296,0.1804,-0.0029,0.1807,-0.0004,-0.0029,-0.0008,15.0000,STATIONNAIRE
180,8.9776,0.1804,-0.0185,0.1806,-0.0014,-0.0185,-0.0011,15.0000,STATIONNAIRE
181,9.2309,0.1804,-0.0173,0.1805,-0.0023,-0.0173,-0.0017,15.0000,STATIONNAIRE
182,9.2313,0.1804,0.0007,0.1804,-0.0022,0.0007,-0.0019,15.0000,STATIONNAIRE
183,9.2315,0.1804,0.0318,0.1804,-0.0006,0.0318,-0.0013,15.0000,STATIONNAIRE
184,9.2317,0.1804,-0.0137,0.1803,-0.0013,-0.0136,-0.0010,15.0000,STATIONNAIRE
185,9.2320,0.1804,-0.0029,0.1803,-0.0014,-0.0029,-0.0012,15.0000,STATIONNAIRE
186,9.2784,0.1804,-0.0077,0.1802,-0.0018,-0.0077,-0.0013,15.0000,STATIONNAIRE
187,9.3259,0.1804,0.0007,0.1801,-0.0017,0.0007,-0.0014,15.0000,STATIONNAIRE
188,9.3884,0.1804,-0.0185,0.1801,-0.0026,-0.0185,-0.0017,15.0000,STATIONNAIRE
189,9.4358,0.1804,0.0091,0.1800,-0.0021,0.0091,-0.0017,15.0000,STATIONNAIRE
190,9.4828,0.1804,0.0031,0.1799,-0.0019,0.0031,-0.0015,15.0000,STATIONNAIRE
191,9.7614,0.1804,-0.0005,0.1799,-0.0019,-0.0005,-0.0013,15.0000,STATIONNAIRE
192,9.7618,0.1804,-0.0137,0.1799,-0.0025,-0.0137,-0.0015,15.0000,STATIONNAIRE
193,9.7621,0.1804,-0.0149,0.1798,-0.0031,-0.0149,-0.0019,15.0000,STATIONNAIRE
194,9.7624,0.1804,-0.0017,0.1797,-0.0031,-0.0017,-0.0021,15.0000,STATIONNAIRE
195,9.7626,0.1804,-0.0053,0.1796,-0.0033,-0.0053,-0.0022,15.0000,STATIONNAIRE
196,9.7829,0.1804,0.0151,0.1796,-0.0025,0.0151,-0.0019,15.0000,STATIONNAIRE
197,9.8309,0.1804,0.0127,0.1796,-0.0017,0.0127,-0.0013,15.0000,STATIONNAIRE
198,9.8785,0.1804,-0.0077,0.1796,-0.0020,-0.0077,-0.0012,15.0000,STATIONNAIRE
199,9.9263,0.1804,0.0175,0.1796,-0.0010,0.0175,-0.0008,15.0000,STATIONNAIRE
200,9.9739,0.1804,-0.0005,0.1796,-0.0010,-0.0005,-0.0004,15.0000,STATIONNAIRE
201,10.2255,0.1804,-0.0029,0.1797,-0.0010,-0.0029,-0.0004,15.0000,STATIONNAIRE
202,10.2260,0.1804,-0.0232,0.1797,-0.0021,-0.0232,-0.0008,15.0000,STATIONNAIRE
203,10.2262,0.1804,0.0139,0.1797,-0.0013,0.0139,-0.0008,15.0000,STATIONNAIRE
204,10.2265,0.1804,-0.0113,0.1797,-0.0018,-0.0113,-0.0007,15.0000,STATIONNAIRE
205,10.2278,0.1804,0.0079,0.1797,-0.0013,0.0079,-0.0007,15.0000,STATIONNAIRE
206,10.2756,0.1804,0.0019,0.1797,-0.0011,0.0019,-0.0005,15.0000,STATIONNAIRE
207,10.3228,0.1804,-0.0029,0.1797,-0.0012,-0.0029,-0.0005,15.0000,STATIONNAIRE
208,10.3870,0.1804,0.0103,0.1797,-0.0006,0.0103,-0.0002,15.0000,STATIONNAIRE
209,10.4345,0.1804,-0.0101,0.1798,-0.0010,-0.0101,-0.0002,15.0000,STATIONNAIRE
210,10.4823,0.1804,0.0163,0.1798,-0.0001,0.0163,0.0000,15.0000,STATIONNAIRE
211,10.7371,0.1804,-0.0185,0.1798,-0.0010,-0.0185,-0.0001,15.0000,STATIONNAIRE
212,10.7375,0.1804,0.0043,0.1799,-0.0007,0.0043,-0.0002,15.0000,STATIONNAIRE
213,10.7378,0.1806,-0.0029,0.1799,-0.0007,-0.0029,0.0000,15.0000,STATIONNAIRE
214,10.7382,0.1804,0.0223,0.1799,0.0004,0.0223,0.0002,15.0000,STATIONNAIRE
215,10.7385,0.1804,-0.0005,0.1800,0.0005,-0.0005,0.0006,15.0000,STATIONNAIRE
216,10.7844,0.1804,0.0187,0.1801,0.0014,0.0187,0.0010,15.0000,STATIONNAIRE
217,10.8321,0.1804,0.0103,0.1802,0.0020,0.0103,0.0015,15.0000,STATIONNAIRE
218,10.8798,0.1804,0.0163,0.1803,0.0028,0.0163,0.0020,15.0000,STATIONNAIRE
219,10.9271,0.1804,0.0115,0.1805,0.0034,0.0115,0.0025,15.0000,STATIONNAIRE
220,10.9746,0.1804,0.0067,0.1806,0.0037,0.0067,0.0028,15.0000,STATIONNAIRE
221,11.2081,0.1804,0.0282,0.1808,0.0050,0.0282,0.0034,15.0000,STATIONNAIRE
222,11.2085,0.1804,0.0139,0.1810,0.0057,0.0139,0.0040,15.0000,STATIONNAIRE
223,11.2088,0.1804,0.0031,0.1812,0.0057,0.0031,0.0042,15.0000,STATIONNAIRE
224,11.2091,0.1804,0.0067,0.1814,0.0059,0.0067,0.0043,15.0000,STATIONNAIRE
225,11.2287,0.1804,-0.0185,0.1815,0.0049,-0.0185,0.0039,15.0000,STATIONNAIRE
226,11.2765,0.1804,0.0199,0.1816,0.0057,0.0198,0.0038,15.0000,STATIONNAIRE
227,11.3243,0.1804,-0.0161,0.1818,0.0047,-0.0161,0.0036,15.0000,STATIONNAIRE
228,11.3725,0.1804,0.0091,0.1818,0.0050,0.0091,0.0033,15.0000,STATIONNAIRE
229,11.4358,0.1804,0.0019,0.1819,0.0049,0.0019,0.0033,15.0000,STATIONNAIRE
230,11.4835,0.1804,0.0175,0.1820,0.0056,0.0175,0.0034,15.0000,STATIONNAIRE
231,11.7134,0.1804,-0.0041,0.1821,0.0052,-0.0041,0.0034,15.0000,STATIONNAIRE
232,11.7137,0.1804,-0.0017,0.1821,0.0049,-0.0017,0.0031,15.0000,STATIONNAIRE
233,11.7140,0.1804,-0.0041,0.1822,0.0045,-0.0041,0.0028,15.0000,STATIONNAIRE
234,11.7142,0.1804,0.0055,0.1822,0.0045,0.0055,0.0026,15.0000,STATIONNAIRE
235,11.7364,0.1804,0.0211,0.1822,0.0053,0.0211,0.0029,15.0000,STATIONNAIRE
236,11.7836,0.1804,-0.0005,0.1823,0.0051,-0.0005,0.0030,15.0000,STATIONNAIRE
237,11.8317,0.1804,0.0139,0.1823,0.0055,0.0139,0.0031,15.0000,STATIONNAIRE
238,11.8793,0.1804,0.0007,0.1824,0.0053,0.0007,0.0031,15.0000,STATIONNAIRE
239,11.9268,0.1804,0.0007,0.1824,0.0051,0.0007,0.0029,15.0000,STATIONNAIRE
240,11.9744,0.1804,0.0258,0.1825,0.0061,0.0258,0.0032,15.0000,STATIONNAIRE
241,12.2063,0.1804,-0.0005,0.1825,0.0059,-0.0005,0.0034,15.0000,STATIONNAIRE
242,12.2067,0.1804,0.0091,0.1826,0.0060,0.0091,0.0034,15.0000,STATIONNAIRE
243,12.2069,0.1804,-0.0113,0.1826,0.0052,-0.0113,0.0031,15.0000,STATIONNAIRE
244,12.2072,0.1804,0.0235,0.1827,0.0061,0.0234,0.0032,15.0000,STATIONNAIRE
245,12.2291,0.1804,-0.0137,0.1827,0.0051,-0.0137,0.0030,15.0000,STATIONNAIRE
246,12.2768,0.1804,-0.0017,0.1827,0.0048,-0.0017,0.0026,15.0000,STATIONNAIRE
247,12.3243,0.1806,-0.0005,0.1827,0.0045,-0.0005,0.0025,15.0000,STATIONNAIRE
248,12.3717,0.1804,0.0067,0.1827,0.0045,0.0067,0.0022,15.0000,STATIONNAIRE
249,12.4355,0.1804,0.0127,0.1826,0.0049,0.0127,0.0023,15.0000,STATIONNAIRE
250,12.4834,0.1804,0.0067,0.1826,0.0050,0.0067,0.0024,15.0000,STATIONNAIRE
251,12.7410,0.1804,0.0007,0.1826,0.0047,0.0007,0.0024,15.0000,STATIONNAIRE
252,12.7414,0.1804,-0.0125,0.1826,0.0038,-0.0125,0.0020,15.0000,STATIONNAIRE
253,12.7417,0.1804,0.0043,0.1826,0.0038,0.0043,0.0017,15.0000,STATIONNAIRE
254,12.7419,0.1804,-0.0053,0.1825,0.0032,-0.0053,0.0014,15.0000,STATIONNAIRE
255,12.7422,0.1804,0.0067,0.1824,0.0033,0.0067,0.0013,15.0000,STATIONNAIRE
256,12.7852,0.1804,0.0019,0.1824,0.0032,0.0019,0.0012,15.0000,STATIONNAIRE
257,12.8315,0.1804,0.0031,0.1823,0.0031,0.0031,0.0012,15.0000,STATIONNAIRE
258,12.8791,0.1804,-0.0029,0.1823,0.0027,-0.0029,0.0010,15.0000,STATIONNAIRE
