sample,timestamp_s,d_raw_m,a_raw_ms2,d_est_m,v_est_ms,a_est_ms2,v_used_ms,TTC_s,label
259,12.9264,0.1804,-0.0149,0.1822,0.0018,-0.0149,0.0005,15.0000,STATIONNAIRE
260,12.9735,0.1804,0.0151,0.1821,0.0023,0.0151,0.0005,15.0000,STATIONNAIRE
261,13.2126,0.1804,-0.0232,0.1820,0.0010,-0.0232,0.0001,15.0000,STATIONNAIRE
262,13.2129,0.1804,0.0258,0.1819,0.0021,0.0257,0.0001,15.0000,STATIONNAIRE
263,13.2132,0.1804,-0.0221,0.1818,0.0008,-0.0221,-0.0000,15.0000,STATIONNAIRE
264,13.2134,0.1804,-0.0041,0.1817,0.0004,-0.0041,-0.0005,15.0000,STATIONNAIRE
265,13.2277,0.1804,0.0187,0.1816,0.0012,0.0187,-0.0003,15.0000,STATIONNAIRE
266,13.2752,0.1804,-0.0101,0.1815,0.0006,-0.0101,-0.0003,15.0000,STATIONNAIRE
267,13.3231,0.1804,0.0115,0.1814,0.0010,0.0115,-0.0003,15.0000,STATIONNAIRE
268,13.3712,0.1804,-0.0041,0.1814,0.0007,-0.0041,-0.0002,15.0000,STATIONNAIRE
269,13.4190,0.1804,0.0127,0.1813,0.0012,0.0127,-0.0001,15.0000,STATIONNAIRE
270,13.4820,0.1804,0.0019,0.1813,0.0012,0.0019,0.0001,15.0000,STATIONNAIRE
271,13.7078,0.1804,0.0031,0.1813,0.0012,0.0031,0.0002,15.0000,STATIONNAIRE
272,13.7082,0.1804,-0.0149,0.1812,0.0004,-0.0149,-0.0000,15.0000,STATIONNAIRE
273,13.7085,0.1804,0.0175,0.1812,0.0012,0.0175,0.0000,15.0000,STATIONNAIRE
274,13.7087,0.1804,0.0079,0.1811,0.0015,0.0079,0.0004,15.0000,STATIONNAIRE
275,13.7204,0.1806,-0.0244,0.1811,0.0002,-0.0244,0.0003,15.0000,STATIONNAIRE
276,13.7846,0.1804,0.0103,0.1811,0.0006,0.0103,-0.0002,15.0000,STATIONNAIRE
277,13.8330,0.1804,-0.0113,0.1810,-0.0000,-0.0113,-0.0003,15.0000,STATIONNAIRE
278,13.8811,0.1804,0.0091,0.1810,0.0004,0.0091,-0.0003,15.0000,STATIONNAIRE
279,13.9290,0.1804,0.0091,0.1809,0.0008,0.0091,-0.0000,15.0000,STATIONNAIRE
280,13.9765,0.1804,0.0043,0.1809,0.0009,0.0043,0.0002,15.0000,STATIONNAIRE
281,14.2066,0.1804,0.0127,0.1809,0.0015,0.0127,0.0005,15.0000,STATIONNAIRE
282,14.2070,0.1804,-0.0209,0.1809,0.0004,-0.0209,0.0003,15.0000,STATIONNAIRE
283,14.2072,0.1804,0.0258,0.1809,0.0016,0.0257,0.0004,15.0000,STATIONNAIRE
284,14.2074,0.1804,-0.0089,0.1809,0.0011,-0.0089,0.0006,15.0000,STATIONNAIRE
285,14.2306,0.1804,0.0007,0.1809,0.0011,0.0007,0.0005,15.0000,STATIONNAIRE
286,14.2780,0.1804,-0.0053,0.1809,0.0007,-0.0053,0.0004,15.0000,STATIONNAIRE
287,14.3258,0.1804,0.0139,0.1809,0.0014,0.0139,0.0005,15.0000,STATIONNAIRE
288,14.3737,0.1804,0.0175,0.1809,0.0022,0.0175,0.0010,15.0000,STATIONNAIRE
289,14.4216,0.1804,0.0079,0.1810,0.0025,0.0079,0.0014,15.0000,STATIONNAIRE
290,14.4695,0.1804,0.0019,0.1810,0.0025,0.0019,0.0015,15.0000,STATIONNAIRE
291,14.6990,0.1804,0.0019,0.1811,0.0025,0.0019,0.0016,15.0000,STATIONNAIRE
292,14.6994,0.1804,0.0211,0.1812,0.0035,0.0211,0.0019,15.0000,STATIONNAIRE
293,14.6996,0.1804,-0.0029,0.1812,0.0032,-0.0029,0.0021,15.0000,STATIONNAIRE
294,14.6998,0.1804,0.0139,0.1813,0.0038,0.0139,0.0023,15.0000,STATIONNAIRE
295,14.7220,0.1804,-0.0101,0.1814,0.0032,-0.0101,0.0022,15.0000,STATIONNAIRE
296,14.7700,0.1804,-0.0101,0.1814,0.0026,-0.0101,0.0018,15.0000,STATIONNAIRE
297,14.8337,0.1804,0.0067,0.1814,0.0028,0.0067,0.0017,15.0000,STATIONNAIRE
298,14.8816,0.1804,-0.0089,0.1814,0.0022,-0.0089,0.0014,15.0000,STATIONNAIRE
299,14.9288,0.1804,0.0007,0.1814,0.0021,0.0007,0.0012,15.0000,STATIONNAIRE
300,14.9768,0.1804,-0.0065,0.1814,0.0017,-0.0065,0.0010,15.0000,STATIONNAIRE
301,15.2066,0.1804,0.0211,0.1814,0.0026,0.0211,0.0011,15.0000,STATIONNAIRE
302,15.2069,0.1804,-0.0077,0.1814,0.0021,-0.0077,0.0012,15.0000,STATIONNAIRE
303,15.2072,0.1804,-0.0029,0.1814,0.0018,-0.0029,0.0009,15.0000,STATIONNAIRE
304,15.2074,0.1804,0.0019,0.1814,0.0018,0.0019,0.0008,15.0000,STATIONNAIRE
305,15.2302,0.1806,-0.0041,0.1814,0.0015,-0.0041,0.0009,15.0000,STATIONNAIRE
306,15.2780,0.1804,0.0031,0.1813,0.0015,0.0031,0.0006,15.0000,STATIONNAIRE
307,15.3262,0.1804,-0.0364,0.1813,-0.0004,-0.0364,-0.0001,15.0000,STATIONNAIRE
308,15.3741,0.1804,0.0235,0.1812,0.0007,0.0234,-0.0003,15.0000,STATIONNAIRE
309,15.4223,0.1804,0.0115,0.1812,0.0012,0.0115,0.0001,15.0000,STATIONNAIRE
310,15.4709,0.1804,-0.0065,0.1811,0.0008,-0.0065,0.0002,15.0000,STATIONNAIRE
311,15.7014,0.1804,-0.0137,0.1811,-0.0000,-0.0137,-0.0002,15.0000,STATIONNAIRE
312,15.7018,0.1804,0.0091,0.1810,0.0004,0.0091,-0.0003,15.0000,STATIONNAIRE
313,15.7020,0.1804,-0.0101,0.1810,-0.0002,-0.0101,-0.0004,15.0000,STATIONNAIRE
314,15.7023,0.1804,-0.0412,0.1808,-0.0023,-0.0412,-0.0014,15.0000,STATIONNAIRE
315,15.7241,0.1804,0.0019,0.1807,-0.0023,0.0018,-0.0020,15.0000,STATIONNAIRE
316,15.7720,0.1804,-0.0041,0.1806,-0.0025,-0.0041,-0.0021,15.0000,STATIONNAIRE
317,15.8203,0.1804,0.0019,0.1804,-0.0024,0.0019,-0.0021,15.0000,STATIONNAIRE
318,15.8671,0.1804,0.0055,0.1803,-0.0021,0.0055,-0.0020,15.0000,STATIONNAIRE
319,15.9310,0.1804,-0.0065,0.1802,-0.0024,-0.0065,-0.0020,15.0000,STATIONNAIRE
320,15.9781,0.1804,0.0007,0.1801,-0.0024,0.0007,-0.0020,15.0000,STATIONNAIRE
321,16.2362,0.1804,-0.0161,0.1800,-0.0031,-0.0161,-0.0022,15.0000,STATIONNAIRE
322,16.2366,0.1804,0.0055,0.1799,-0.0028,0.0055,-0.0022,15.0000,STATIONNAIRE
323,16.2368,0.1804,-0.0137,0.1799,-0.0034,-0.0137,-0.0023,15.0000,STATIONNAIRE
324,16.2371,0.1804,0.0199,0.1798,-0.0023,0.0199,-0.0021,15.0000,STATIONNAIRE
325,16.2373,0.1804,0.0007,0.1797,-0.0022,0.0007,-0.0017,15.0000,STATIONNAIRE
326,16.2795,0.1804,0.0103,0.1797,-0.0016,0.0103,-0.0013,15.0000,STATIONNAIRE
327,16.3262,0.1804,-0.0652,0.1796,-0.0048,-0.0651,-0.0023,15.0000,STATIONNAIRE
328,16.3735,0.1804,-0.0520,0.1794,-0.0073,-0.0520,-0.0041,15.0000,STATIONNAIRE
329,16.4206,0.1933,0.0079,0.1805,-0.0053,0.0079,0.0087,15.0000,STATIONNAIRE
330,16.4674,0.2159,0.0223,0.1840,-0.0002,0.0225,0.0324,15.0000,ÉLOIGNEMENT
331,16.7247,0.2159,0.0115,0.1872,0.0039,0.0117,0.0321,15.0000,ÉLOIGNEMENT
332,16.7251,0.1933,-0.0089,0.1880,0.0041,-0.0088,0.0081,15.0000,STATIONNAIRE
333,16.7254,0.1933,0.0031,0.1887,0.0048,0.0031,0.0081,15.0000,STATIONNAIRE
334,16.7256,0.1676,-0.0173,0.1868,0.0016,-0.0174,-0.0189,9.9069,APPROCHE
335,16.7258,0.1933,0.0103,0.1875,0.0028,0.0103,0.0085,15.0000,STATIONNAIRE
336,16.7706,0.2159,0.0223,0.1906,0.0070,0.0225,0.0323,15.0000,ÉLOIGNEMENT
337,16.8181,0.2159,0.0091,0.1935,0.0102,0.0093,0.0319,15.0000,ÉLOIGNEMENT
338,16.8655,0.1933,0.0043,0.1939,0.0104,0.0043,0.0079,15.0000,STATIONNAIRE
339,16.9132,0.1676,0.0031,0.1917,0.0076,0.0029,-0.0187,10.2518,APPROCHE
340,16.9610,0.1610,0.0175,0.1889,0.0050,0.0173,-0.0246,7.6794,APPROCHE
341,17.1989,0.1610,-0.1059,0.1862,-0.0034,-0.1059,-0.0258,7.2229,APPROCHE
342,17.1993,0.1643,-0.0065,0.1838,-0.0061,-0.0068,-0.0237,7.7630,APPROCHE
343,17.1995,0.1543,0.0235,0.1805,-0.0082,0.0233,-0.0337,5.3621,APPROCHE
344,17.1997,0.1543,0.0067,0.1775,-0.0107,0.0066,-0.0327,5.4214,APPROCHE
345,17.2150,0.1543,-0.0065,0.1746,-0.0135,-0.0066,-0.0322,5.4170,APPROCHE
346,17.2629,0.1441,0.0139,0.1709,-0.0161,0.0137,-0.0421,4.0580,APPROCHE
347,17.3269,0.1475,-0.0041,0.1678,-0.0188,-0.0042,-0.0375,4.4698,APPROCHE
348,17.3739,0.1543,-0.0041,0.1655,-0.0204,-0.0042,-0.0298,5.5627,APPROCHE
349,17.4338,0.1441,0.0067,0.1624,-0.0223,0.0066,-0.0396,4.0999,APPROCHE
350,17.4654,0.1509,-0.0221,0.1602,-0.0246,-0.0221,-0.0318,5.0414,APPROCHE
351,17.6994,0.1406,-0.0017,0.1571,-0.0267,-0.0018,-0.0419,3.7457,APPROCHE
352,17.6998,0.1475,0.0091,0.1549,-0.0272,0.0090,-0.0334,4.6446,APPROCHE
353,17.7000,0.1372,0.0007,0.1519,-0.0289,0.0006,-0.0428,3.5464,APPROCHE
354,17.7002,0.1406,-0.0101,0.1494,-0.0305,-0.0101,-0.0380,3.9325,APPROCHE
355,17.7192,0.1276,-0.0089,0.1458,-0.0332,-0.0090,-0.0505,2.8892,APPROCHE
356,17.7667,0.1303,-0.0017,0.1427,-0.0348,-0.0018,-0.0461,3.0986,APPROCHE
357,17.8146,0.1303,-0.0017,0.1399,-0.0361,-0.0018,-0.0445,3.1452,APPROCHE
358,17.8620,0.1302,0.0199,0.1373,-0.0360,0.0198,-0.0426,3.2251,APPROCHE
359,17.9257,0.1199,-0.0161,0.1339,-0.0385,-0.0162,-0.0516,2.5949,APPROCHE
360,17.9737,0.1199,-0.0041,0.1307,-0.0401,-0.0042,-0.0499,2.6210,APPROCHE
361,18.2213,0.1233,0.0079,0.1282,-0.0403,0.0079,-0.0443,2.8943,APPROCHE
362,18.2218,0.1274,-0.0005,0.1263,-0.0402,-0.0005,-0.0381,3.3190,APPROCHE
363,18.2222,0.1303,0.0043,0.1249,-0.0393,0.0043,-0.0332,3.7640,APPROCHE
364,18.2226,0.1199,-0.0041,0.1226,-0.0398,-0.0041,-0.0423,2.8997,APPROCHE
365,18.2266,0.1199,0.0139,0.1206,-0.0392,0.0139,-0.0400,3.0123,APPROCHE
366,18.2739,0.1233,0.0079,0.1191,-0.0383,0.0079,-0.0341,3.4900,APPROCHE
367,18.3220,0.1235,0.0247,0.1179,-0.0364,0.0247,-0.0314,3.7478,APPROCHE
368,18.3696,0.1233,-0.0017,0.1168,-0.0356,-0.0016,-0.0294,3.9658,APPROCHE
369,18.4179,0.1235,-0.0101,0.1159,-0.0352,-0.0100,-0.0276,4.1993,APPROCHE
370,18.4658,0.1274,-0.0053,0.1155,-0.0340,-0.0052,-0.0220,5.2487,APPROCHE
371,18.6944,0.1274,-0.0089,0.1151,-0.0329,-0.0088,-0.0206,5.5791,APPROCHE
372,18.6948,0.1303,0.0211,0.1152,-0.0300,0.0212,-0.0158,7.3000,APPROCHE
373,18.6950,0.1166,-0.0101,0.1140,-0.0302,-0.0100,-0.0285,4.0061,APPROCHE
374,18.6953,0.1164,0.0163,0.1129,-0.0290,0.0163,-0.0267,4.2340,APPROCHE
375,18.7206,0.1199,-0.0077,0.1123,-0.0284,-0.0076,-0.0212,5.2922,APPROCHE
376,18.7678,0.1199,0.0043,0.1118,-0.0272,0.0043,-0.0197,5.6667,APPROCHE
377,18.8156,0.1062,-0.0005,0.1100,-0.0277,-0.0005,-0.0325,3.3868,APPROCHE
378,18.8627,0.1233,-0.0053,0.1101,-0.0264,-0.0052,-0.0130,8.4575,APPROCHE
379,18.9262,0.1235,-0.0005,0.1103,-0.0248,-0.0004,-0.0118,9.3895,APPROCHE
380,18.9736,0.1274,-0.0137,0.1109,-0.0234,-0.0136,-0.0068,15.0000,STATIONNAIRE
381,19.2087,0.1166,0.0043,0.1105,-0.0225,0.0043,-0.0172,6.4373,APPROCHE
382,19.2091,0.1164,-0.0029,0.1101,-0.0218,-0.0028,-0.0161,6.8529,APPROCHE
383,19.2093,0.1235,-0.0077,0.1105,-0.0206,-0.0076,-0.0076,15.0000,STATIONNAIRE
384,19.2096,0.1130,-0.0005,0.1098,-0.0202,-0.0005,-0.0177,6.1907,APPROCHE
385,19.2107,0.1027,0.0127,0.1082,-0.0203,0.0126,-0.0270,4.0065,APPROCHE
386,19.2745,0.1610,0.0175,0.1127,-0.0134,0.0178,0.0356,15.0000,ÉLOIGNEMENT
387,19.3223,0.1274,-0.0065,0.1136,-0.0121,-0.0064,0.0004,15.0000,ÉLOIGNEMENT
388,19.3705,0.1164,0.0187,0.1134,-0.0108,0.0187,-0.0099,15.0000,STATIONNAIRE
389,19.4188,0.1062,0.0019,0.1121,-0.0114,0.0019,-0.0191,5.8576,APPROCHE
390,19.4667,0.1132,0.0091,0.1117,-0.0108,0.0091,-0.0105,10.6915,APPROCHE
391,19.6782,0.1027,0.0031,0.1103,-0.0115,0.0031,-0.0204,5.4202,APPROCHE
392,19.6785,0.0959,-0.0125,0.1083,-0.0137,-0.0126,-0.0266,4.0766,APPROCHE
393,19.6787,0.0993,0.0115,0.1068,-0.0141,0.0114,-0.0219,4.8767,APPROCHE
394,19.6789,0.0924,0.0151,0.1047,-0.0148,0.0150,-0.0278,3.7734,APPROCHE
395,19.7215,0.0993,0.0115,0.1035,-0.0148,0.0115,-0.0191,5.4233,APPROCHE
396,19.7691,0.0890,-0.0149,0.1013,-0.0170,-0.0150,-0.0291,3.4809,APPROCHE
397,19.8169,0.0722,0.0103,0.0976,-0.0196,0.0101,-0.0455,2.1436,APPROCHE
398,19.8653,0.0789,-0.0221,0.0948,-0.0227,-0.0222,-0.0373,2.5383,APPROCHE
399,19.9134,0.0756,0.0127,0.0918,-0.0241,0.0125,-0.0397,2.3137,APPROCHE
400,19.9611,0.0724,-0.0029,0.0887,-0.0262,-0.0030,-0.0416,2.1311,APPROCHE
401,20.1837,0.0854,0.0031,0.0872,-0.0263,0.0031,-0.0268,3.2602,APPROCHE
402,20.1840,0.0854,0.0067,0.0859,-0.0260,0.0067,-0.0256,3.3519,APPROCHE
403,20.1843,0.0854,0.0067,0.0847,-0.0256,0.0067,-0.0243,3.4791,APPROCHE
404,20.1845,0.0854,-0.0209,0.0836,-0.0264,-0.0209,-0.0235,3.5556,APPROCHE
405,20.2151,0.0854,0.0127,0.0826,-0.0254,0.0127,-0.0224,3.6831,APPROCHE
406,20.2635,0.0854,-0.0185,0.0817,-0.0259,-0.0184,-0.0214,3.8121,APPROCHE
407,20.3108,0.0756,-0.0029,0.0799,-0.0266,-0.0029,-0.0308,2.5961,APPROCHE
408,20.3591,0.0755,-0.0197,0.0783,-0.0279,-0.0197,-0.0299,2.6199,APPROCHE
409,20.4072,0.0756,0.0115,0.0767,-0.0275,0.0115,-0.0285,2.6962,APPROCHE
410,20.4555,0.0755,-0.0053,0.0754,-0.0277,-0.0053,-0.0272,2.7749,APPROCHE
411,20.6972,0.0789,0.0079,0.0745,-0.0268,0.0079,-0.0222,3.3541,APPROCHE
412,20.6976,0.0959,-0.0221,0.0755,-0.0254,-0.0219,-0.0036,15.0000,APPROCHE
413,20.6979,0.0691,0.0067,0.0737,-0.0256,0.0066,-0.0309,2.3824,APPROCHE
414,20.6981,0.0689,-0.0113,0.0720,-0.0265,-0.0113,-0.0297,2.4282,APPROCHE
415,20.7085,0.0691,0.0067,0.0705,-0.0264,0.0067,-0.0280,2.5191,APPROCHE
416,20.7562,0.0689,-0.0316,0.0692,-0.0280,-0.0316,-0.0273,2.5331,APPROCHE
417,20.8042,0.0691,0.0067,0.0679,-0.0275,0.0067,-0.0261,2.6046,APPROCHE
418,20.8515,0.0691,-0.0101,0.0668,-0.0277,-0.0101,-0.0249,2.6858,APPROCHE
419,20.8988,0.0689,0.0211,0.0658,-0.0263,0.0211,-0.0235,2.7963,APPROCHE
420,20.9462,0.0724,-0.0113,0.0653,-0.0260,-0.0112,-0.0185,3.5307,APPROCHE
421,21.1907,0.0724,0.0235,0.0649,-0.0239,0.0235,-0.0170,3.8137,APPROCHE
422,21.1911,0.0624,-0.0101,0.0635,-0.0245,-0.0101,-0.0261,2.4373,APPROCHE
423,21.1913,0.0890,0.0019,0.0650,-0.0215,0.0020,0.0030,15.0000,APPROCHE
424,21.1915,0.0924,-0.0101,0.0669,-0.0188,-0.0099,0.0070,15.0000,STATIONNAIRE
425,21.2005,0.0626,0.0175,0.0656,-0.0183,0.0174,-0.0233,2.8176,APPROCHE
426,21.2482,0.0724,0.0091,0.0655,-0.0170,0.0092,-0.0112,5.8582,APPROCHE
427,21.2964,0.0592,0.0175,0.0641,-0.0167,0.0175,-0.0234,2.7394,APPROCHE
428,21.3435,0.0691,-0.0065,0.0638,-0.0164,-0.0064,-0.0116,5.5061,APPROCHE
429,21.3912,0.0959,0.0127,0.0664,-0.0122,0.0129,0.0174,15.0000,ÉLOIGNEMENT
430,21.4388,0.0789,0.0103,0.0671,-0.0102,0.0104,0.0002,15.0000,ÉLOIGNEMENT
431,21.7175,0.0626,-0.0316,0.0662,-0.0122,-0.0316,-0.0165,4.0071,APPROCHE
432,21.7179,0.0624,-0.0005,0.0653,-0.0126,-0.0006,-0.0161,4.0509,APPROCHE
433,21.7181,0.0626,-0.0017,0.0644,-0.0129,-0.0017,-0.0150,4.2825,APPROCHE
434,21.7184,0.0624,-0.0221,0.0636,-0.0142,-0.0221,-0.0149,4.2737,APPROCHE
435,21.7186,0.0624,-0.0017,0.0628,-0.0143,-0.0017,-0.0145,4.3352,APPROCHE
436,21.7390,0.0626,0.0067,0.0622,-0.0139,0.0067,-0.0135,4.6060,APPROCHE
437,21.7796,0.0626,0.0055,0.0616,-0.0135,0.0055,-0.0126,4.8817,APPROCHE
438,21.8263,0.0624,-0.0065,0.0611,-0.0137,-0.0065,-0.0122,5.0126,APPROCHE
439,21.8730,0.0626,-0.0268,0.0606,-0.0148,-0.0268,-0.0119,5.0943,APPROCHE
440,21.9358,0.0626,-0.0173,0.0601,-0.0153,-0.0173,-0.0120,5.0214,APPROCHE
441,22.1987,0.0626,-0.0053,0.0597,-0.0152,-0.0053,-0.0117,5.0909,APPROCHE
442,22.1991,0.0626,-0.0005,0.0593,-0.0148,-0.0005,-0.0112,5.2920,APPROCHE
443,22.1993,0.0626,-0.0065,0.0590,-0.0147,-0.0065,-0.0107,5.5063,APPROCHE
444,22.1996,0.0624,-0.0029,0.0586,-0.0144,-0.0029,-0.0104,5.6249,APPROCHE
445,22.1998,0.0626,-0.0029,0.0584,-0.0140,-0.0029,-0.0097,15.0000,STATIONNAIRE
446,22.2223,0.0624,0.0067,0.0582,-0.0132,0.0067,-0.0092,15.0000,STATIONNAIRE
447,22.2700,0.0626,0.0007,0.0580,-0.0126,0.0007,-0.0082,15.0000,STATIONNAIRE
448,22.3181,0.0624,0.0127,0.0579,-0.0114,0.0127,-0.0075,15.0000,STATIONNAIRE
449,22.3659,0.0821,0.0019,0.0599,-0.0086,0.0021,0.0138,15.0000,ÉLOIGNEMENT
450,22.4135,0.0691,-0.0197,0.0604,-0.0085,-0.0196,-0.0000,15.0000,ÉLOIGNEMENT
451,22.6695,0.0724,-0.0041,0.0613,-0.0073,-0.0040,0.0035,15.0000,ÉLOIGNEMENT
452,22.6699,0.0691,-0.0041,0.0617,-0.0066,-0.0040,0.0003,15.0000,ÉLOIGNEMENT
453,22.6701,0.0593,-0.0029,0.0612,-0.0070,-0.0029,-0.0096,15.0000,STATIONNAIRE
454,22.6703,0.0854,-0.0089,0.0633,-0.0047,-0.0087,0.0179,15.0000,ÉLOIGNEMENT
455,22.6705,0.0724,-0.0017,0.0641,-0.0038,-0.0017,0.0040,15.0000,ÉLOIGNEMENT
456,22.7161,0.0755,-0.0197,0.0650,-0.0035,-0.0196,0.0071,15.0000,STATIONNAIRE
457,22.7638,0.0756,-0.0005,0.0660,-0.0023,-0.0005,0.0070,15.0000,STATIONNAIRE
458,22.8117,0.0624,-0.0017,0.0655,-0.0028,-0.0017,-0.0067,15.0000,STATIONNAIRE
459,22.8593,0.0592,-0.0005,0.0647,-0.0035,-0.0005,-0.0096,15.0000,STATIONNAIRE
460,22.9076,0.0561,-0.0041,0.0637,-0.0046,-0.0041,-0.0125,5.1049,APPROCHE
461,23.1688,0.0331,-0.0256,0.0603,-0.0093,-0.0258,-0.0365,1.6531,APPROCHE
462,23.1693,0.0396,-0.0975,0.0577,-0.0164,-0.0975,-0.0309,1.8674,APPROCHE
463,23.1695,0.0396,-0.0125,0.0551,-0.0189,-0.0127,-0.0319,1.7259,APPROCHE
464,23.1698,0.0396,-0.0268,0.0526,-0.0218,-0.0269,-0.0320,1.6417,APPROCHE
465,23.1700,0.0429,-0.0041,0.0506,-0.0230,-0.0042,-0.0284,1.7808,APPROCHE
466,23.2090,0.0331,0.0091,0.0478,-0.0244,0.0090,-0.0379,1.2626,COLLISION RISK
467,23.2567,0.0463,0.0067,0.0466,-0.0240,0.0067,-0.0228,2.0424,COLLISION RISK
468,23.3040,0.0364,-0.0089,0.0444,-0.0255,-0.0089,-0.0324,1.3712,COLLISION RISK
469,23.3516,0.0364,0.0019,0.0425,-0.0261,0.0018,-0.0313,1.3553,COLLISION RISK
470,23.3989,0.0364,-0.0041,0.0407,-0.0269,-0.0041,-0.0302,1.3463,COLLISION RISK
471,23.6623,0.0461,-0.0185,0.0400,-0.0270,-0.0184,-0.0193,2.0704,COLLISION RISK
472,23.6627,0.0364,0.0187,0.0384,-0.0264,0.0186,-0.0284,1.3538,COLLISION RISK
473,23.6630,0.0494,0.0019,0.0384,-0.0249,0.0020,-0.0133,2.8915,COLLISION RISK
474,23.6633,0.0331,0.0103,0.0367,-0.0248,0.0103,-0.0291,1.2635,COLLISION RISK
475,23.6635,0.0298,0.0079,0.0349,-0.0251,0.0079,-0.0307,1.1358,COLLISION RISK
476,23.7011,0.0461,0.0139,0.0350,-0.0230,0.0140,-0.0119,2.9340,COLLISION RISK
477,23.7485,0.0461,-0.0005,0.0351,-0.0217,-0.0004,-0.0108,3.2596,COLLISION RISK
478,23.7969,0.0429,-0.0053,0.0349,-0.0210,-0.0052,-0.0132,2.6448,COLLISION RISK
479,23.8450,0.0559,0.0007,0.0361,-0.0185,0.0008,0.0013,15.0000,COLLISION RISK
480,23.8928,0.0430,0.0055,0.0360,-0.0173,0.0055,-0.0113,3.1823,COLLISION RISK
481,24.1360,0.0331,0.0055,0.0349,-0.0173,0.0055,-0.0204,1.7147,COLLISION RISK
482,24.1364,0.0561,0.0043,0.0363,-0.0146,0.0044,0.0050,15.0000,COLLISION RISK
483,24.1367,0.0429,0.0019,0.0363,-0.0137,0.0019,-0.0081,15.0000,COLLISION RISK
484,24.1369,0.0233,-0.0101,0.0344,-0.0156,-0.0102,-0.0278,1.2363,COLLISION RISK
485,24.1468,0.0429,-0.0089,0.0345,-0.0150,-0.0088,-0.0063,15.0000,COLLISION RISK
486,24.1943,0.0233,0.0223,0.0327,-0.0151,0.0222,-0.0258,1.2671,COLLISION RISK
487,24.2419,0.0396,0.0043,0.0328,-0.0140,0.0044,-0.0073,15.0000,COLLISION RISK
488,24.2894,0.0396,0.0067,0.0328,-0.0128,0.0067,-0.0065,15.0000,COLLISION RISK
489,24.3371,0.0331,-0.0137,0.0323,-0.0134,-0.0137,-0.0127,2.5343,COLLISION RISK
490,24.3847,0.0298,-0.0017,0.0314,-0.0137,-0.0017,-0.0156,2.0149,COLLISION RISK
491,24.6362,0.0266,0.0187,0.0303,-0.0132,0.0186,-0.0178,1.7069,COLLISION RISK
492,24.6366,0.0266,-0.0041,0.0294,-0.0138,-0.0041,-0.0167,1.7577,COLLISION RISK
493,24.6369,0.0266,-0.0197,0.0284,-0.0150,-0.0197,-0.0163,1.7447,COLLISION RISK
494,24.6372,0.0364,0.0055,0.0286,-0.0137,0.0055,-0.0055,15.0000,COLLISION RISK
495,24.6391,0.0266,-0.0185,0.0277,-0.0148,-0.0185,-0.0155,1.7854,COLLISION RISK
496,24.6866,0.0364,0.0163,0.0280,-0.0130,0.0163,-0.0045,15.0000,COLLISION RISK
497,24.7339,0.0331,-0.0041,0.0279,-0.0125,-0.0040,-0.0074,15.0000,COLLISION RISK
498,24.7817,0.0266,-0.0101,0.0272,-0.0131,-0.0101,-0.0138,1.9766,COLLISION RISK
499,24.8299,0.0233,-0.0628,0.0261,-0.0166,-0.0628,-0.0178,1.4726,COLLISION RISK
500,24.8772,0.0233,0.0330,0.0252,-0.0152,0.0329,-0.0173,1.4548,COLLISION RISK
501,25.1536,0.0396,0.0007,0.0259,-0.0135,0.0008,0.0009,15.0000,COLLISION RISK
502,25.1540,0.0331,-0.0221,0.0261,-0.0137,-0.0220,-0.0060,15.0000,COLLISION RISK
503,25.1542,0.0298,0.0414,0.0259,-0.0111,0.0413,-0.0084,15.0000,COLLISION RISK
504,25.1545,0.0461,-0.0017,0.0274,-0.0089,-0.0015,0.0097,15.0000,COLLISION RISK
505,25.1547,0.0298,-0.0209,0.0273,-0.0097,-0.0209,-0.0074,15.0000,COLLISION RISK
506,25.1755,0.0233,0.0019,0.0264,-0.0100,0.0019,-0.0138,1.9157,COLLISION RISK
507,25.2229,0.0298,0.0211,0.0263,-0.0085,0.0211,-0.0058,15.0000,COLLISION RISK
508,25.2703,0.0396,0.0043,0.0273,-0.0067,0.0044,0.0053,15.0000,COLLISION RISK
509,25.3182,0.0266,-0.0173,0.0269,-0.0076,-0.0173,-0.0083,15.0000,COLLISION RISK
510,25.3813,0.0854,-0.0137,0.0326,-0.0018,-0.0133,0.0530,15.0000,COLLISION RISK
511,25.6499,0.0331,0.0235,0.0326,-0.0006,0.0235,-0.0024,15.0000,COLLISION RISK
512,25.6503,0.0331,-0.0197,0.0326,-0.0015,-0.0196,-0.0018,15.0000,COLLISION RISK
513,25.6505,0.0364,0.0127,0.0329,-0.0004,0.0127,0.0020,15.0000,COLLISION RISK
514,25.6507,0.0429,-0.0101,0.0339,0.0002,-0.0100,0.0090,15.0000,COLLISION RISK
515,25.6509,0.0461,0.0091,0.0352,0.0020,0.0092,0.0123,15.0000,COLLISION RISK
516,25.6627,0.0593,-0.0041,0.0377,0.0044,-0.0039,0.0259,15.0000,COLLISION RISK
517,25.7259,0.0657,0.0043,0.0408,0.0077,0.0045,0.0321,15.0000,COLLISION RISK
518,25.7723,0.0527,0.0103,0.0424,0.0095,0.0104,0.0182,15.0000,COLLISION RISK
519,25.8191,0.0429,-0.0113,0.0428,0.0089,-0.0113,0.0077,15.0000,COLLISION RISK
