d_mean,d_std,a_abs,a_std,d_diff,v_abs,ttc_mean,label,sigma_opt
0.08941439655466178,0.055370045734691474,0.025910208655260614,0.05729009124924074,0.016558974913518133,0.1109358995605436,0.2957579665914759,COLLISION RISK,5.0
0.083485,0.022555,0.009465,0.011766,0.0133,0.04396,4.1584,APPROCHE,2.5
0.088735,0.057691,0.00967,0.011315,0.0161,0.102625,15.0,ÉLOIGNEMENT,5.0
0.1224506609856297,0.03969931666313151,0.049437169914324064,0.14522613002889156,0.0,0.09160949235005629,0.28919113652227174,COLLISION RISK,5.0
0.17972,0.000117,0.008805,0.010803,0.0001,0.00112,15.0,STATIONNAIRE,0.1
0.1879286290687284,0.024904315853498532,0.0101564271685421,0.014835054157423196,0.008937779048633725,0.10486984393826823,14.632327944511713,ÉLOIGNEMENT,2.5
0.182825,0.007049,0.007845,0.010365,0.0038,0.0117,15.0,APPROCHE,0.1
0.142805,0.021697,0.010915,0.012696,0.0059,0.047,15.0,ÉLOIGNEMENT,2.5
0.17028450859547997,0.024436507937011655,0.006697646084039523,0.011998555247127032,0.03913295687067157,0.08021563502080975,1.2152299201446761,COLLISION RISK,2.5
0.1673238165909506,0.02132403638751507,0.0069242240807566875,0.009252769526167319,0.0043631282334867395,0.06200728527585242,15.0,ÉLOIGNEMENT,2.5
0.17462950290572243,0.01627424681350343,0.005327111156468573,0.006248647967955838,0.00493250609058043,0.0645460480144319,15.0,ÉLOIGNEMENT,2.5
